!      x       |      y       |      z       |     vpx      |     vpy      |      vpz     |  t0 (timestep)                    
  0.181237E+01   0.980564E+00   0.964434E-01   0.326029E+02  -0.235097E+01   0.181661E+01   0.121732E+02
  0.137343E+01   0.175523E+01   0.116891E+00   0.290595E+02   0.840842E-01   0.193937E+01   0.456313E+00
  0.125521E+01   0.144803E+01   0.285983E+00   0.294068E+02  -0.134828E+01  -0.256629E+01   0.290167E+01
  0.233615E+01   0.170594E+01   0.301658E+01   0.315210E+02  -0.153334E+01   0.237551E+00   0.138001E+02
  0.290909E+01   0.181654E+01   0.287335E+01   0.294037E+02  -0.589569E+00   0.242520E+00   0.161069E+00
  0.329313E+01   0.169781E+01   0.283432E+01   0.314186E+02  -0.777397E+00  -0.161198E+01   0.000000E+00
  0.263188E+01   0.146048E+01   0.150283E+00   0.336794E+02   0.157188E+01   0.240585E+01   0.470061E+01
  0.172761E+01   0.638446E+00   0.573617E+00   0.292678E+02   0.281695E+00  -0.192820E+00   0.944580E+00
  0.245728E+01   0.242753E+00   0.624129E+00   0.294608E+02  -0.837172E+00  -0.486356E-01   0.000000E+00
  0.293834E+01   0.748542E+00   0.999669E+00   0.323329E+02  -0.567393E+00   0.283841E+01   0.255558E+01
  0.366995E+01   0.872854E+00   0.201279E+01   0.337259E+02  -0.119577E+01  -0.161703E+01   0.196883E+02
  0.194007E+01   0.181689E+01   0.313217E+01   0.305672E+02  -0.495953E-01   0.148728E+01   0.197212E+01
  0.143156E+01   0.280984E+00   0.202274E+00   0.303014E+02   0.505078E-01   0.474520E+00   0.901202E+00
  0.159177E+01   0.903881E+00   0.262399E+01   0.301873E+02   0.167644E+00  -0.128720E+01   0.108582E+02
  0.384283E+01   0.136831E+01   0.731537E-01   0.325052E+02   0.668122E+00   0.977027E+00   0.129645E+02
  0.306376E+01   0.908308E+00   0.286681E+01   0.303254E+02  -0.118990E+00  -0.153460E+00   0.000000E+00
  0.521995E+01   0.142246E+01   0.310982E+01   0.339286E+02   0.176218E+01  -0.439435E+00   0.340936E+01
  0.549647E+01   0.112998E+01   0.258486E+01   0.324943E+02   0.891138E+00   0.788069E+00   0.593773E+01
  0.427685E+01   0.123115E+01   0.233228E+01   0.302372E+02   0.237589E+01  -0.195964E+01   0.204839E+01
  0.506364E+01   0.722260E+00   0.918651E+00   0.325744E+02   0.854745E+00   0.159185E+01   0.108882E+02
  0.481640E+01   0.733767E+00   0.313294E+01   0.313911E+02   0.395496E+00  -0.472485E+00   0.277818E+01
  0.495110E+01   0.888330E+00   0.218627E+00   0.325964E+02   0.164115E+00  -0.278591E+00   0.162526E+00
  0.536755E+01   0.729309E+00   0.454799E+00   0.325339E+02  -0.744648E+00   0.106324E+01   0.551233E-01
  0.551917E+01   0.691946E+00   0.694855E+00   0.332730E+02  -0.734351E+00   0.715401E+00   0.207661E+02
  0.564345E+01   0.102173E+01   0.937693E-01   0.312179E+02  -0.519262E+00  -0.179884E+00   0.202427E+02
  0.545048E+01   0.622165E+00   0.772087E+00   0.326868E+02  -0.122567E+01   0.749538E+00   0.242459E+02
  0.402448E+01   0.111236E+01   0.563766E+00   0.323145E+02   0.586975E+00   0.281215E+00   0.939214E+01
  0.643077E+01   0.123798E+01   0.261712E+01   0.321042E+02   0.152996E+01  -0.622231E+00   0.135375E+02
  0.626594E+01   0.146303E+01   0.265838E+01   0.337041E+02  -0.380305E+00  -0.125377E+01   0.933924E-02
  0.625739E+01   0.260516E+00   0.240879E+00   0.284751E+02   0.118897E+00   0.292955E+01   0.000000E+00
  0.620604E+01   0.552675E+00   0.618570E+00   0.299086E+02   0.209963E+01   0.264002E+01   0.141298E+02
  0.597873E+01   0.700956E+00   0.265352E+01   0.318357E+02   0.100858E+01  -0.224306E+01   0.564603E+01
  0.591317E+01   0.585746E+00   0.258002E+01   0.317503E+02   0.141174E+01  -0.324762E+01   0.487410E+01
  0.608234E+01   0.325386E+00   0.305540E+01   0.289279E+02  -0.202936E+01   0.624249E+00   0.000000E+00
  0.838263E+01   0.111470E+01   0.267567E+00   0.318835E+02   0.131421E+01  -0.155201E+01   0.000000E+00
  0.733971E+01   0.282728E+00   0.600949E-01   0.276852E+02  -0.110371E+01  -0.113797E+01   0.000000E+00
  0.898225E+01   0.138933E+01   0.225771E+00   0.335886E+02   0.129512E+01  -0.440788E+00   0.769613E-01
  0.927250E+01   0.116332E+01   0.242087E+00   0.343470E+02   0.654032E+00  -0.873499E-01   0.939299E-01
  0.936442E+01   0.605936E+00   0.333253E+00   0.339093E+02  -0.308636E+00   0.233384E+01   0.553086E+01
  0.910315E+01   0.134462E+00   0.239878E+00   0.300896E+02  -0.107453E+01   0.365630E+01   0.125029E+01
  0.766096E+01   0.456959E+00   0.488979E+00   0.263617E+02   0.270658E-01   0.914594E+00   0.256110E+02
  0.903924E+01   0.594700E+00   0.105339E+01   0.303207E+02   0.890042E+00   0.580245E+00   0.252606E+02
  0.104432E+02   0.807091E+00   0.218884E+00   0.359393E+02  -0.133640E+01  -0.306062E+00   0.000000E+00
  0.989207E+01   0.394930E+00   0.854564E+00   0.317099E+02  -0.106758E+00   0.314050E+01   0.000000E+00
